------------------------------start time:Wed May 30 16:53:08 2012[not match][2012-05-23 10:54:10.728] 021400/RnhLmCellCPT(rnhCellRoC[62]) ../src/RnhCellRoC.cpp:7901 INFO:rnhCellRoC[cellFroId 671, iubLinkFroId 146] failed to unlock cell, reason : RnhCellDataD::errorStatusNbapFailed
[not match][2012-05-23 10:54:12.308] 021400/RncLmUePT(UehHsCellChangeC[9]) ../src/UehHsCellChangeC.cpp:7874 INFO:choice point -> false: anyway try to release aal2 connection
[not match][2012-05-23 10:54:17.120] 021400/RncLmUePT(UehRabRelComDedC[77]) ../src/target/Cello/RTActor/badMessage.cc:202 ERROR:uehProcedures(77)@radioBearerReleaseComplete received unexpected message: dcsIfControlP%rbEmptyBufferInd data: DcsIfControlRbEmptyBufferIndD {ueRef 3379,ueModuleId 11}
[not match][2012-05-23 10:54:26.628] 021400/RncLmUePT(UehHsCellChangeC[175]) ../src/UehHsCellChangeC.cpp:7874 INFO:choice point -> false: anyway try to release aal2 connection
[not match][2012-05-23 10:54:33.180] 021400/RncLmUePT(uehDriftUeCtxtC[170]) ../src/UehDriftUeCtxtC.cpp:9351 ERROR:received DEDMEAS Req while no ded resource, ignore to avoid crash
[not match][2012-05-23 10:54:41.428] 021400/RnhLmCellCPT(rnhCellRoC[62]) ../src/RnhCellRoC.cpp:7901 INFO:rnhCellRoC[cellFroId 671, iubLinkFroId 146] failed to unlock cell, reason : RnhCellDataD::errorStatusNbapFailed
[not match][2012-05-23 10:55:10.292] 021400/RncLmUePT(UehHsCellChangeC[175]) ../src/UehHsCellChangeC.cpp:7874 INFO:choice point -> false: anyway try to release aal2 connection
[not match][2012-05-23 10:55:12.052] 021400/RncLmUePT(UehHsCellChangeC[175]) ../src/UehHsCellChangeC.cpp:7874 INFO:choice point -> false: anyway try to release aal2 connection
[not match][2012-05-23 10:55:12.120] 021400/RnhLmCellCPT(rnhCellRoC[62]) ../src/RnhCellRoC.cpp:7901 INFO:rnhCellRoC[cellFroId 671, iubLinkFroId 146] failed to unlock cell, reason : RnhCellDataD::errorStatusNbapFailed
[not match][2012-05-23 10:55:29.732] 021400/RncLmUePT(UehHsCellChangeC[9]) ../src/UehHsCellChangeC.cpp:7874 INFO:choice point -> false: anyway try to release aal2 connection
[not match][2012-05-23 10:55:42.844] 021400/RnhLmCellCPT(rnhCellRoC[62]) ../src/RnhCellRoC.cpp:7901 INFO:rnhCellRoC[cellFroId 671, iubLinkFroId 146] failed to unlock cell, reason : RnhCellDataD::errorStatusNbapFailed
[not match][2012-05-23 10:56:13.540] 021400/RnhLmCellCPT(rnhCellRoC[62]) ../src/RnhCellRoC.cpp:7901 INFO:rnhCellRoC[cellFroId 671, iubLinkFroId 146] failed to unlock cell, reason : RnhCellDataD::errorStatusNbapFailed
[not match][2012-05-23 10:56:43.204] 021400/RnhLmCellCPT(rnhAdmC) ../src/RnhAdmResourceBaseD.cpp:130 ERROR:DecreaseResourceUsage: Attempt to decrease resource dlIubGbrBwResource with delta: 95 which is larger than amount of resources left: 49, resource NOT updated
[not match][2012-05-23 10:56:43.204] 021400/RnhLmCellCPT rlibTraceTraceFunctions.cc:211 INFO:<key -1818415376 part 2>"e 2,newActiveSetSize 0,oldSfDl 128,newSfDl 0,oldCodeNo 47,oldTimePosition -1,newTimePosition -1,selectedRLinRLs 1,oldSfUl 64,newSfUl 0,oldDedChTypeUl"rnhIfCellUlDedChType_DCH",newDedChTypeUl"rnhIfCellUlDedChType_None",compModeRes 1,physicalHsChan 0,eulCellType"rnhIfCellEul_NotValid",oldIubGbrBandwidthDl 95,newIubGbrBandwid"
[not match][2012-05-23 10:56:43.204] 021400/RnhLmCellCPT(rnhAdmC) ../src/RnhAdmCellIubLinkResourceManagerD.cpp:282 ERROR:<key -1818415376 part 3>"thDl 0,oldIubGbrBandwidthUl 101,newIubGbrBandwidthUl 0,speechOnly"exitSpeechOnly",oldRcState 2,newRcState 0}"
[not match][2012-05-23 10:56:44.268] 021400/RnhLmCellCPT(rnhCellRoC[62]) ../src/RnhCellRoC.cpp:7901 INFO:rnhCellRoC[cellFroId 671, iubLinkFroId 146] failed to unlock cell, reason : RnhCellDataD::errorStatusNbapFailed
[not match][2012-05-23 10:57:01.344] 021400/RlibPmControllerStatHndlProcess RlibPmAgentCounterEventBuffer.cc:203 INFO:ModOm: The buffer is full (endOfRop = false). Need to send buffer upwards
[not match][2012-05-23 10:57:05.128] 021400/DrhCcRhComSubLayer3PT(drhCcRhSpOseProxyCR1) ../src/DrhCcRhSpOseProxyC.cpp:353 INFO:sendPagingToMySps: dropped paging statistics for SP[0]: 0 of 10000 cell lists dropped (0 of 580000 cells dropped)
[not match][2012-05-23 10:57:10.020] 021400/RncLmUePT(UehHsCellChangeC[85]) ../src/UehHsCellChangeC.cpp:7874 INFO:choice point -> false: anyway try to release aal2 connection
[not match][2012-05-23 10:57:14.964] 021400/RnhLmCellCPT(rnhCellRoC[62]) ../src/RnhCellRoC.cpp:7901 INFO:rnhCellRoC[cellFroId 671, iubLinkFroId 146] failed to unlock cell, reason : RnhCellDataD::errorStatusNbapFailed
[not match][2012-05-23 10:57:35.212] 021400/RncLmUePT(UehHsCellChangeC[85]) ../src/UehHsCellChangeC.cpp:7874 INFO:choice point -> false: anyway try to release aal2 connection
[not match][2012-05-23 10:57:41.516] 021400/RncLmUePT(drhDcRhC) ../src/DrhDcRhC.cpp:4002 ERROR:drhDcRhC: signal auditUeReq received on port drhDcRhSpResControlP in state running
[not match][2012-05-23 10:57:41.516] 021400/RncLmUePT(drhDcRhC) ../src/DrhDcRhC.cpp:4003 ERROR:drhDcRhC: signal data: DcsIfResControlAuditUeReqRspD{nrOfAuditElements 1,spId 93,ueList{ueRef 956,ueModuleId 11,ueAuditId 3988304828},ueIndex -1}
[not match][2012-05-23 10:57:41.516] 021400/RncLmUePT(drhDcRhC) ../src/DrhDcRhC.cpp:4040 ERROR:auditUeReq: Before sending auditUeRsp to Dcs; noUesInRsp 0 
[not match][2012-05-23 10:57:41.516] 021400/RncLmUePT(drhDcRhC) ../src/DrhDcRhC.cpp:4041 ERROR:auditUeReq: Before sending auditUeRsp to Dcs; noUesOnCch 0 noUesOnDch 0
